,0,1,2
228,伤心/sadness, ,Ketika ada hatiku dan hatimu di jalan maka jadinya ada dua hati yang hati-hati di jalan
229,开心/happiness, ,"Semoga di 2020, apa-apa yang baik, menetap. Apa-apa yang buruk, lenyap. - DevaMahenra"
230,伤心/sadness, ,"Masih saya pantau siapa yang vc duluan taun ini mungkin adalah jodoh saya :"")"
231,开心/happiness,喜欢/like,"Ada yang meninggalkan tp kemudian banyak yang datang, terimakasih 2019 ! Super super love"
232,开心/happiness, ,"Semoga apa yang kamu hadapi tahun ini bisa dilewati dengan mudah ya, Nad!"
233,害怕/fear, ,"MAAF adalah kata sederhana yang bisa mengubah segala suasana. Tapi, jadilah pemberi maaf, bukan peminta maaf."
234,害怕/fear, ,Hati-hati yang awal tahun sudah terkena banjir air mata dan kenangan indah bersama mantan.
235,厌恶/disgust, ,"Selalu mengeluh dengan banjir , tetapi masih saja banyak yang membuang sampah sana sini. Dasar Manusia!"
236,害怕/fear, ,Liat2 berita banjir Jakarta jadi serem sendiri. Semoga mereka yang terjebak banjir bisa segera dievakuasi
237,开心/happiness,喜欢/like,"Resolusi 2020, dapat rezeki yang cukup dan menyempatkan waktu untuk melakukan umroh. Bismillah, aamiin."
238,开心/happiness,喜欢/like,"Hahhahahaa weh ! Aku ingat jadi dia yang kecil, rupanya jari kau lagi kecil weh  beza 1 size"
239,害怕/fear,喜欢/like,kehilangan kamu adalah hal yang paling aku takutkan.... :') #MissYou
240,开心/happiness, ,Terimakasih 2019 sudah menjadi tahun yang berkesan untukku. Jatuh dan gagal yang aku rasakan menjadi pembelajaran sendiri untukku
241,喜欢/like, ,"“Mungkin kamu bukanlah orang yang selalu benar, karena kesalahanpun adalah hal yang cukup waja""."
242,伤心/sadness, ,Lo ngungsi nggak? Rumah gue yang di Bekasi juga parah banget kenanya. Sampe pada dievakuasi.
243,喜欢/like, ,Dan aku berdoa agar hal baik datang kepadamu dan ketika sesuatu yang sulit datang kamu dikuatkan.
244,喜欢/like,开心/happiness,"Ini yang ada di ig kan? Bagus banget, tadi aku nemu ignya hehe"
245,伤心/sadness, ,"Tahun baru hanya sebatas masehi yang berganti, tetap namamu di hati belum terganti..."
246,开心/happiness, ,"Tetap menjadi yang terbaik Mas, karna  ingatlah bahwa yang terbaik kadang adalah yang di perbaiki."
247,开心/happiness, ,"#2020 minta bahagia yang awet, nek perlu tak formalin sek yo rapopo!"
248,伤心/sadness, ,"MindBlow : Saat teman, agensi dan yang lain-lain menutupi kekurangan orang. Eh orang tuanya yang jelek2in. PERCUMA"
249,喜欢/like, ,dan aku sangat sangat berharap ada seseorang yang juga menyukaiku dan akan menemaniku melalui tahun 2020 dan seterusnya ...
250,害怕/fear, ,Banjir dimana-mana.. bahkan ada yang terjebak didalem rumah sampe sekarang belom dievakuasi. Stay safe everyone 
251,喜欢/like, ,"Hallo 2020, semoga bukan umur doang ya yang semakin tua, semoga kedewasaan juga semakin tumbuh."
252,厌恶/disgust, ,"Mana mungkin babi berubah menjadi lebah yang memberi madu pada manusia. Babi, tetaplah ia seekor babi."
253,开心/happiness, ,"Happy New Year semua, semoga apa yang kita kehendaki di restui tuhan di 2020 "
254,喜欢/like, ,"Terutama tolong dan terimakasih, masih banyak banget orang yang berat tulang untuk ngomong itu doang"
255,喜欢/like, ,"Aku memang bukan yang terbaik untukmu, tapi kamu tak pernah tau bahwa diriku sangat mincintaimu setulus hatiku. Teens_Adel"
256,伤心/sadness, ,"Yang pertama kali aku temui di awal tahun yang baru ini adalah hujan, banjir dan tanpa kamu."
257,伤心/sadness, ,"Sayangnya hanya tahun saja yang berganti, hanya ingatanku tentangmu yang tak pernah berganti."
258,喜欢/like, ,"Anda selalu bebas mengubah pemikiran anda dan memiliki masa depan yang berbeda, atau masa lalu yang berbeda"
259,喜欢/like, ,"Ikan : ""Seluruh kota merupakan tempat bermain yang asik oh senangnya aku senang sekali"""
260,开心/happiness, ,2019 terakhir berjuang sendiri. 2020 mikir apa-apa bakal ada yang nemenin. Allah kok baik banget
261,害怕/fear, ,Semoga yang terkena banji cepat surut. Doa hujan tahun baru semoga berkah yaaa.
262,喜欢/like, ,"""Naluri detektif,bisa merasakan hawa mereka yang memiliki nafsu membunuh !"" - Conan Edogawa"
263,喜欢/like, ,Ibumu adalah malaikat yang berwujud manusia yang telah Allah kirimkan ke bumi ini #jokowi2periode #2019tetapjokowi
264,厌恶/disgust, ,"""Aku tidak suka dengan orang yang membohongi dirinya sendiri di tengah turunnya salju"" (Naruto)"
265,喜欢/like, ,"yng lainnya tuh suka sm admin ga? kalo yang lainnya gasuka admin, aku suka admin ko"
266,开心/happiness, ,"Selamat ulang tahun, semoga apa yang kamu pengen tuhan kabulkan aamiin. Mutualan yuu"
267,害怕/fear,厌恶/disgust,Harini angin kuat gila. korang yang bawa kereta terbang tu mohon hati-hati la ye.
268,害怕/fear, ,"TOLONG INGAT! Jangan pernah membenci orang hanya karena kamu denger omongan jelek dari orang lain yang membencinya."""
269,喜欢/like, ,inget waktu aku nangis kamu yang setia ngelapin air mata aku :') #flasback
270,害怕/fear, ,"Octi_JKT48 jangan tidur malem2 ya neng, jag kesehatan dan makan yang teratur. jangan sampe kecapean. :)"
271,伤心/sadness, ,Kamu sukanya yang mana. Hayo jangan denger apa kata orang dulu. Keep yang bener bener di suka
272,伤心/sadness,害怕/fear,"aku pernah kehilangan semuanya, aku tak mau lagi melihat teman yang berharga bagiku tewas di hadapanku (sasuke)"
273,开心/happiness, ,"“Kirain minum minum yang lain? Hehehe. Taun 2020 mau lanjut himpunan, gak?”"
274,厌恶/disgust, ,Rumput tidak akan mudah tumbuh dilahan yang ditanami sayur-sayuran. Hati tidak mudah timbul kebencian bila dipenuhi rasa persahabatan.
275,伤心/sadness, ,weh semalam ada tau yang naik kereta dia hon pastu ckp “tengah service ke” babi kurang ajar betul 
276,喜欢/like, ,"Wooowww, sayang videonya pendek kali. Ada yang lengkapkah?????"
277,开心/happiness, ,Mendapatkan banyak teman baru yang banyak korelasinya dengan teman lama semoga mendapatkan lebih banyak lagi.
278,开心/happiness, ,Selamat tahun baru 2020 dan selamat datang dekade 20s. Dalam 10 tahun kedepan apa yang mau kalian capai?
279,喜欢/like, ,Perempuan ni mana ada yang tak cantik. Semua cantik dan ada kelebihan masing-masing.
280,生气/anger, ,"Kalau bukan kita, siapa lagi yang akan membantu saudara kita yang terkena banjir di wilayah Jabodetabek. #BUMNBantuBanjir"
281,开心/happiness,喜欢/like,mohon selalu sehatkanlah Ibu dan Ayahku. Jadikanlah aku anak yang memapankan masa tua mereka
282,害怕/fear, ,"Hadewww, tadi ikan sekarang tikus...hati-hati dengan hewan lain yang mungkin ikut terbawa air."
283,生气/anger, ,Selalu percaya kamu punya perasaan yang sama walau sampai saat ini gak tahu perasaanmu yang sebenernya.
284,喜欢/like, ,"aku tidak peduli berapa banyak orang di dunia ini, aku hanya ingin kau yang menjadi akhir ceritaku"
285,喜欢/like, ,"dearyou walaupun aku selalu jadi pihak yang DISAKITIN, aku ga kapok juga kok sayang sama kamu :)"
286,害怕/fear, ,"Kasian orang orang yang baru bangun tidur udah dapet surprise banjir selutut,  semoga lekas surut ya."
287,喜欢/like, ,Yeeee. Memang mustahil nak menang. Subscribe Netflix pon memang dia je lah pon yang dapat tengok.
288,喜欢/like, ,"sehatkanlah Ibu dan Ayahku, bahagiakanlah mereka dalam umur yang panjang dan penuh berkah."
289,害怕/fear, ,"Dibeberapa daerah hujan terus mengguyur, akhirnya berdampak banjir. Semoga diberikan kesabaran bagi yang terkena dampaknya ~"
290,开心/happiness, ,"Stay safe ya kalian yang daerah rumahnya banjir Semoga cepet surut dan hujannya ga memperparah keadaan, amin"
291,害怕/fear, ,"teman teman yang kena banjir, stay safe ya... huhu yaampun semoga cepat reda"
292,喜欢/like, ,temen gua yang tbtb dm mau ngasih slayer sebong WKWKWK lov u anak kuliahan @dikeyumey17
293,伤心/sadness, ,Saat kau gagal dan ingin menyerah itu adalah permulaan yang sesungguh nya - Onizuka (GTO s2) #QuotesJDoramaGTO
294,喜欢/like, ,"#Leo memiliki citra rasa yang kuat, menikmati seni, karena merekea memiliki bakat, kecantikan dan musik."
295,喜欢/like, ,"Kak jaga kesehatan ya, jgn skip makan huhu pake baju yang anget juga sayang kak sejin "
296,开心/happiness, ,"Teruntuk kalian yang kemarin berdoa semoga malem tahun baru hujan. Makasih banyak, hujannya awet bat ampe banjir."
297,生气/anger, ,Sekarang aku gendutan gak sih ? kamu tau gak kenapa ? soalnya km udah mengembangkan cinta yang banyak dihatiku
298,伤心/sadness, ,"Saat cinta mulai muncul, kau takkan peduli lagi dengan apa kekurangan fisik yang dimiliki oleh orang tersebut :*"
299,生气/anger, ,tp itu plotnya gak berat kan kak?? lagi pen nonton yang ringan-ringan gituu
300,伤心/sadness, ,apa ekspektasi kalian saat pertama ngefollow akun yang hobi nyampah dan sangat berisik ini?
301,厌恶/disgust, ,Suatu hal yang paling mustahil ku lakukan adalah membenci dirimu. -Hiraga Saito (Zero no Tsukaima)
302,喜欢/like, ,Terima kasih untuk berbagi tipsnya yang luar biasa mempermudah dalam pemahaman membeli sebuah produk asuransi mobil 
303,伤心/sadness, ,"Gabut, nda ada yang mau dmnya je ketuk apa? Nda ada pasti ●︿●"
304,喜欢/like, ,"Awal tahun baru masehi yang sejuk, semoga tahun ini selalu sejuk dalam berbagai hal. Lanjutkan! Hujannya.."
305,开心/happiness, ,"""Makanlah yang banyak, sebanyak2nya dan tumbuhlah menjadi laki2 yang hebat!""- Kushina Uzumaki #BOT"
306,喜欢/like, ,"""Saat jarak memisahkan, satu yang harus kamu ketahui. Akan aku jaga cinta ini untukmu"""
307,伤心/sadness, ,"Maaf, Akun yang anda tuju sedang diluar area. Silakan hubungi kembali nanti."
308,开心/happiness, ,"Hari ini aku bersyukur, punya teman-teman yang sayang sama aku dan bersedia ada untuk aku."
309,喜欢/like, ,"Tuhan, jadikanlah aku pribadi yang ahli, bijak, kaya, dermawan dan berpengaruh"
310,伤心/sadness, ,"[Help RT] yang lagi sedih, karna sesuatu yg buat lu sakit ati dari temen lu ndiri"
311,开心/happiness, ,"SELAMAT TAHUN BARU JUGA QAQA CUUUU  semoga di 2020 nanti, yang baik2 s lalu datang kepadamu :*"
312,喜欢/like, ,I MISS U I LOVE U Istirahat yang cukup jangan mikirin yang ga penting makan jangan lupa minum vitamin
313,喜欢/like, ,"Bahkan jika kau sebenarnya telah beralih kepada yang lain, aku akan berusaha berbahagia untukmu."
314,开心/happiness,喜欢/like,weishenV! guys yang video winwin pipinya dicubit lagi main hp itu dari video yang mana ya? makasi
315,开心/happiness, ,2019 terimakasih karena telah membolehkan ku jadi pribadi yang berani menyatakan bahwa aku butuh bantuan.
316,开心/happiness, ,Bismillahirohmanirohim Happy New Year 2020 di tahun yang baru dengan semua lembaran baru semoga di berkahi Allah amin
317,伤心/sadness, ,sedih bgt ngeliat tl yang kejebak banjir. semoga airnya cepet surut ya teman teman
318,伤心/sadness, ,Syounnya ga sedih sih soalnya dia lebih sayang Dino Dr pada yang bikin :')
319,开心/happiness, ,"Happy new year najeeee, semoga 2020 jadi tahun yang lebih baik dari sebelumnua yaaa"
320,伤心/sadness, ,"Sayang sama diri sendiri dengan cara menghindari dan mengabaikan orang2 yang selalu bikin down, sedih, overthinking. "
321,惊喜/surprise,开心/happiness,"Brl! Serius nanya, Itu yang lahir 29 Februari ngitung ulang tahunnya gimana?"
322,生气/anger, ,"“Biarkan saja dia yang telah lepas pergi Terhempas, jangan lagi kau kejar sebab dia bukan layang-layang”"
323,害怕/fear, ,Ada apa dengan Jakarta ? Banyak lokasi yang baru pertama kali banjir #JakartaBanjir #jakarta
324,害怕/fear, ,Semoga dengan adanya banjir semua kenangan kita yang anjirrrr terbawa arus airrrr.... semogaaa... #banjir
325,开心/happiness, ,"Selamat tahun baru semua, semoga tahun ini jadi tahun yang baru bukan tahun yang haru."
326,害怕/fear, ,Semoga hujan yang turun menjadi rahmat kang. Bukan justru menjadi musibah bagi kita semua. Aamiin Yaa Allah
327,惊喜/surprise, ,Paling kezzeeel sama orang yang selalu unsend pesan di dm instagram. Mau lo itu apasihh jingan!!?
328,喜欢/like, ,"Benar Bapak Kiki, dengan membawa persyaratan yang sudah kami informasikan sebelumnya. Terima kasih - Lewi"
329,开心/happiness,伤心/sadness,Tahlah rasa gambar aku yang elok mesti ada aqim hahahaha sampai nak buat dp kena crop. Maafkan saya sayang
330,开心/happiness, ,"Ih beneran, aku pernah ngomelin sama yang nempel di bahu aku wkwkwk malah aku ngumpat ke dia wkwkwk"
331,喜欢/like, ,"""Mungkin aku tidak diperhitungkan. Tapi aku senang bersama dengan orang yang sangat bersemangat."" (Happy)"
332,惊喜/surprise, ,Dari semua NCT 127 gue ga akan kaget kalo Johnny punya pacar. Kalo yang lain baru kaget
333,开心/happiness, ,"terimaksih untuk kenangan di tahun 2019, semoga di tahun 2020 maasih dengan orang2 yang sama "
334,喜欢/like, ,"Lindungilah orang yang kau cinta, maka dengan itu kau bisa mati dengan tersenyum. (Hiruzen Sarutobi)"
335,喜欢/like, ,"@aagym halo A', kami semua rindu komentar anda tentang banjir dan gubernur yang takabur."
336,开心/happiness, ,"Huhu makasi ya guys atas semangatnya ku gapapa, harus kuat! Untung yang bagian atas terselamatkan semua "
337,生气/anger, ,@NERAKACLSD yang gambar siapa sih!!!! mau protes!!!!!!
338,开心/happiness, ,"Tuhan, damaikanlah aku yang sedang ujian hari ini. Luluskanlah aku dengan baik dan membanggakan orang tuaku"
339,惊喜/surprise, ,"LP ada yang bisa CV pulsa ke dana , untuk dana 45k kena pulsa berapa . butuh yang trusted !"
340,喜欢/like, ,"Tuhan, bersama terbenamnya matahari senja ini, sirnakanlah kebiasaanku yang membatalkan rezekiku sendiri. Aamiin"
341,喜欢/like, ,Tempe paling enak di Minnesota sini adalah buatan seorang bule yang dulu berguru bikin tempenya di Malang. 
342,厌恶/disgust, ,Ya allah benci banget deh ngeliat ibu yang suka mukul anak nya... rasanya pengen ngelempar pake sendal !!
343,开心/happiness, ,Selamat datang 2020 yang penuh rahasia!!! Ikhlas sabar ikhlas sabar ikhlas sabar
344,开心/happiness, ,Selamat tahun baru ! Moga tahun ni takde dah drama yang tahun lepas punya. 
345,伤心/sadness, ,"yang sekarang ada 4 korban jiwa, coba cek post kompas yang lain deh belom lama uploadnya :)"
346,伤心/sadness, ,"“Aku ingin memetik sekuntum Melati  yang menuntunku pada langkah-langkah  pasti, dalam akhir perjalananku“."
347,伤心/sadness, ,"Tuhan, bahagiakanlah aku dalam cinta setia yang memanjakanku sebagai yang satu-satunya selamanya. Aamiin"
348,开心/happiness, ,"Gausah dengerin nder, lakuin hal yang mau kamu lakuin selama itu ga merugikan siapapun, ayo semangat skinkerannya!"
349,开心/happiness,喜欢/like,"Seneng banget, liburan hari ini banyak orang tua yang bawa anaknya pegi ke taman ataupun museum. Rame bocill"
350,喜欢/like, ,Berapa ramai aku reject orang yang boleh sayang aku ? Tapi aku pilih kau jugak
351,喜欢/like, ,"Kamu yang terindah, bakalan tetap menjadi yang terindah. Sampai kapanpun. :"")<3"
352,开心/happiness, ,Selamat tinggal Desember 2019 yang menjadi penutup Bulan yang manis hingga membuat masa lajang ku habis
353,开心/happiness, ,"Selamat tahun baru juga, Guntur! Semoga di tahun ini banyak kebahagiaan yang dateng ya!"
354,喜欢/like, ,"Penuhi hati ini dengan rasa cintamu, agar tak ada ruang lagi, buat yang lain."
355,伤心/sadness, ,"hati-hati minum digelas, kalau terlepas pecahlah nanti, cinta hati selalunya ikhlas, cinta buta yang makan hati."
356,厌恶/disgust, ,"Selama kita hidup didunia yang terkutuk ini,perdamaian itu mustahil! - Nagato Uzumaki"
357,开心/happiness, ,Terimakasih masih ingin bertahan denganku. Semoga ini menjadi awal yang baru. :’)
358,喜欢/like, ,"Terimakasih untuk diriku sendiri yang sudah bertahan dan mampu melewati segala hal di tahun 2019, sangat sangat berterimakasih "
359,伤心/sadness, ,Minta maaf tadi tu edizzle ye saya tak sangka yang dia ikut sampai tahun ni
360,喜欢/like, ,Semoga dapet temen yang sehobi yaa supaya ga dapet temen yg kampret wkwk((':
361,开心/happiness, ,"Happy new year people! Semoga hujan jadi berkah, banjir segera surut dan 2020 menjadi tahun yang indah "
362,喜欢/like, ,Mencintaimu tulus adalah anugrah terbesar yang pernah Tuhan titipkan kepadaku. #foredigel #foredimagelang #foredijogja
363,伤心/sadness,生气/anger,"Apakah aku salah, jika merasakan sakit saat kehilangan orang yang aku cintai #RI"
364,害怕/fear, ,Lampu tangga nusai bila nak baiki silap hari bulan ada yang mati tergolek terserempak lipas
365,喜欢/like, ,"aku tak punya rumah aku tak punya harta, yang kupunya hanyalah hati yang setia tulus padamu "
366,开心/happiness, ,2020 semoga tidak ada yang harus jadi simpanan rp lagi dan pacaran aja di jalan yang lurus wkwk
367,害怕/fear, ,Mana la tau tukar fikiran. Apa yang tak betul pilihan kau? Kau pikir apa?
368,惊喜/surprise, ,Eh kucingku jg kutuan yang bayi. Jd gatel ya kak? Baru ketauan 2 hari hubu
369,开心/happiness, ,"Betapa indahnya jika setiap detik yang kita habiskan, menjadi berarti bagi orang lain dan diri sendiri."
370,伤心/sadness, ,Tuhan tidak perlu dibela karena Dia sudah Maha Segala Nya. Belalah mereka yang diperlakukan tidak adil. #Nuonline
371,害怕/fear, ,"Ada 2 hal yang saya sesalkan dalam hidupku, tidak jago bahasa inggris dan tidak jago membuat essay :("
372,喜欢/like, ,Bumi terlalu sempurna untuk ku miliki seperti hati mu yang terlalu sempurna untuk ku miliki.
373,喜欢/like, ,Bunga yang mekar dalam kesulitan adalah yang paling langka dan paling indah dari semua. #J
374,开心/happiness,喜欢/like,Tahun 2019.. Banyak hal yang terjadi ditahun itu. Terima kasih sdh menjadi bagian dlm hidupku.
375,开心/happiness,喜欢/like,2020 harusnya hal yang baik dan baru datang ya. LAH KOK ADA ORANG LAMA YANG MUNCUL LAGI SEH
